team_strength,enemy_strength,num_heroes,num_enemies,has_time_stone,has_surprise_element,terrain_advantage,team_coordination,enemy_mind_state,intel_accuracy,has_ironman,previous_failures,sacrifice_possible,diversion_success_rate,strategic_plan_complexity,universe_variability,enemy_stone_count,simulation_number,outcome
35.26098578243836,73.13571334256346,9,2,0,1,space,8.769486168024969,defensive,0.604558757691812,1,6,1,0.14006367884499793,9.66832108152104,0.8260386098507884,3,147,0
33.59086773831447,71.82923655273046,3,1,0,0,space,8.646027004236931,neutral,0.3619619362291483,1,6,1,0.3444025593477329,7.1914817784367635,0.12538116676512823,3,148,0
70.43883131233795,86.19917046903235,6,1,0,0,space,1.7877338794797026,aggressive,0.7877777410193088,0,3,1,0.19436984838171611,1.669317906497234,0.7922643808685403,4,149,0
65.93969346466372,79.88366725180605,5,2,0,0,earth,8.999488742380606,neutral,0.6260822006246655,0,11,0,0.6463749103530472,0.9881456758066609,0.02233295143354752,0,150,1
65.00985700691753,100.0,9,2,0,0,earth,,neutral,0.6200805179129404,1,6,1,0.13683493217882048,4.451508864335292,0.3230738913695045,5,151,0
66.9289641899395,62.21663035504014,7,1,0,0,space,0.9543995962533425,neutral,0.4870427943630068,0,6,0,0.7810956669326629,9.87951127470568,0.19650000974330029,6,152,0
46.399505568430186,82.77152553044964,7,4,0,1,unknown,6.529346157015318,neutral,0.007926778668208678,0,4,0,0.20782300435817458,7.932825724336855,0.5266449924674252,2,153,0
64.64507394322007,67.06198485282731,6,3,0,1,unknown,3.85904105869895,defensive,0.25846250642493984,1,4,0,0.0586019958930144,2.9312341212811264,0.5238936434774065,3,154,1
65.86144946597362,61.960695195170345,3,3,1,0,space,5.307405934618707,defensive,0.10907669460008296,1,5,1,0.9108686199200516,0.2628070848349984,0.5065441399675272,6,155,0
45.71297163947264,74.83699294447541,7,1,0,1,earth,6.5257078193746345,neutral,0.662409852352776,0,4,0,0.3332123170324408,4.112889206226091,0.28881792163235076,5,156,0
97.31549022289514,77.06028719110554,6,3,0,0,unknown,0.5283723779298488,neutral,0.24862082178699774,1,7,0,0.5027454055184983,1.605373087369537,0.521802339613178,1,157,0
69.47665841823576,100.0,8,2,0,0,earth,2.929531710909934,neutral,0.450166664051207,1,6,0,0.10099216682138201,1.8028086124385245,0.7057785515916383,5,158,0
36.173930055947025,72.23781276475196,4,2,0,0,earth,4.609063117688671,???,0.3534302982898829,0,11,0,0.4794616630638098,1.6229815984037177,0.39377123025269,0,159,0
